,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"LeBron James, SF",MIA,62,37.5,5.49,1.39,6.88,14.30
1,2,"Chris Paul, PG",LAC,60,36.4,4.65,2.02,6.67,12.80
2,3,"Dwight Howard, C",ORL,54,38.3,1.65,4.21,5.86,11.10
3,4,"Ryan Anderson, PF",ORL,61,32.2,3.71,1.74,5.45,10.00
4,5,"Blake Griffin, PF",LAC,66,36.2,2.46,2.70,5.16,11.67
5,6,"Kevin Love, PF",MIN,55,39.0,4.08,0.67,4.74,10.39
6,7,"Dirk Nowitzki, F",DAL,62,33.5,2.16,2.40,4.56,9.36
7,8,"Tim Duncan, C",SA,58,28.2,0.83,3.24,4.07,7.10
8,9,"Kevin Durant, PF",OKC,66,38.6,4.15,-0.08,4.07,11.15
9,10,"John Lucas III, PG",CHI,49,14.8,2.52,1.40,3.93,2.87
10,11,"Dwyane Wade, G",MIA,49,33.2,3.54,0.34,3.88,6.78
11,12,"Tony Parker, G",SA,60,32.1,3.46,0.37,3.83,8.05
12,13,"Josh Smith, PF",ATL,66,35.3,1.39,2.33,3.72,9.29
13,14,"Kevin Garnett, PF",BOS,60,31.1,-0.16,3.84,3.68,7.33
14,15,"Derrick Rose, PG",CHI,39,35.3,5.29,-1.72,3.57,5.46
15,16,"Paul Millsap, PF",UTAH,64,32.8,0.65,2.86,3.51,8.15
16,17,"Danny Granger, SF",IND,62,33.3,2.23,1.20,3.43,8.00
17,18,"Russell Westbrook, PG",OKC,66,35.3,3.90,-0.53,3.36,9.12
18,19,"James Harden, SG",OKC,62,31.4,4.69,-1.35,3.34,7.50
19,20,"Lou Williams, SG",PHI,64,26.3,3.57,-0.30,3.27,6.27
20,21,"Paul Pierce, SF",BOS,61,34.0,2.57,0.65,3.22,7.68
21,22,"Andre Iguodala, F",PHI,62,35.6,0.63,2.55,3.18,7.92
22,23,"Steve Novak, SF",NY,54,18.9,2.67,0.43,3.10,3.75
23,24,"Marc Gasol, C",MEM,65,36.5,-0.05,3.10,3.05,8.63
24,25,"Stephen Curry, PG",GS,26,28.2,3.72,-0.68,3.04,2.74
25,26,"Paul George, F",IND,66,29.7,0.61,2.43,3.04,7.12
26,27,"Matt Bonner, C",SA,65,20.4,1.45,1.52,2.97,4.72
27,28,"Nate Robinson, PG",GS,51,23.4,3.28,-0.45,2.83,4.15
28,29,"Carmelo Anthony, PF",NY,55,34.1,3.13,-0.31,2.82,6.57
29,30,"Kobe Bryant, SF",LAL,58,38.5,3.83,-1.09,2.74,7.50
30,31,"Ty Lawson, G",DEN,61,34.8,2.94,-0.23,2.71,7.27
31,32,"Tyson Chandler, C",NY,62,33.2,0.06,2.56,2.61,6.88
32,33,"Manu Ginobili, G",SA,34,23.3,5.75,-3.15,2.59,2.71
33,34,"Kyle Lowry, PG",HOU,47,32.1,2.48,0.07,2.55,5.01
34,35,"Eric Gordon, SG",NO,9,34.4,3.40,-0.97,2.43,0.98
35,36,"Al Harrington, PF",DEN,64,27.5,2.09,0.33,2.43,5.70
36,37,"Al Jefferson, C",UTAH,61,34.0,0.55,1.87,2.42,6.56
37,38,"Jannero Pargo, PG",ATL,50,13.4,1.71,0.71,2.42,2.06
38,39,"Joe Johnson, G",ATL,60,35.5,2.64,-0.25,2.39,6.59
39,40,"Taj Gibson, F",CHI,63,20.4,-0.71,3.08,2.37,3.95
40,41,"Goran Dragic, PG",HOU,66,26.5,3.08,-0.71,2.37,5.47
41,42,"LaMarcus Aldridge, C",POR,55,36.3,0.89,1.46,2.35,6.23
42,43,"Mike Dunleavy, SG",MIL,55,26.3,2.45,-0.16,2.29,4.61
43,44,"Luol Deng, F",CHI,54,39.4,-0.12,2.32,2.2,6.35
44,45,"Charlie Villanueva, PF",DET,13,13.8,2.09,0.1,2.19,0.54
45,46,"Linas Kleiza, SF",TOR,49,21.6,0.74,1.43,2.16,3.12
46,47,"Lester Hudson, SG",CLE/MEM,16,20.9,2.47,-0.37,2.1,0.98
47,48,"Andrew Bynum, C",LAL,60,35.2,0.34,1.71,2.05,5.99
48,49,"Chauncey Billups, PG",LAC,20,30.4,2.44,-0.39,2.05,1.76
