,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Joel Embiid, C",PHI,66,34.6,4.18,6.28,10.46,20.50
1,2,"Jayson Tatum, SF",BOS,74,36.9,4.16,4.85,9.01,22.83
2,3,"LeBron James, SF",LAL,55,35.5,4.33,3.30,7.63,15.50
3,4,"Nikola Jokic, C",DEN,69,33.7,5.12,2.28,7.39,17.22
4,5,"Luka Doncic, PG",DAL,66,36.2,6.99,0.26,7.25,17.99
5,6,"Damian Lillard, PG",POR,58,36.3,8.09,-1.01,7.08,15.47
6,7,"Kyrie Irving, PG",BKN/DAL,60,37.4,2.81,4.16,6.97,15.59
7,8,"Anthony Davis, PF",LAL,56,34.0,2.02,4.93,6.95,14.36
8,9,"Evan Mobley, PF",CLE,79,34.4,-3.28,10.05,6.76,17.73
9,10,"Franz Wagner, SF",ORL,80,32.6,-0.77,7.49,6.71,18.17
10,11,"Donovan Mitchell, SG",CLE,68,35.8,3.89,2.66,6.55,16.05
11,12,"Jaren Jackson Jr., PF",MEM,63,28.4,0.86,5.45,6.31,11.97
12,13,"Brook Lopez, C",MIL,78,30.4,0.26,5.82,6.09,16.76
13,14,"Jimmy Butler, SF",MIA,64,33.4,2.59,3.47,6.06,13.36
14,15,"Giannis Antetokounmpo, PF",MIL,63,32.1,5.82,0.13,5.95,14.35
15,16,"Desmond Bane, SG",MEM,58,31.7,1.73,4.13,5.86,11.83
16,17,"Lauri Markkanen, PF",UTAH,66,34.4,3.19,2.49,5.69,14.67
17,18,"Julius Randle, PF",NY,77,35.5,3.14,2.49,5.63,16.52
18,19,"Nic Claxton, C",BKN,76,29.9,-2.06,7.37,5.31,12.92
19,20,"Kristaps Porzingis, C",WSH,65,32.6,2.43,2.72,5.15,12.92
20,21,"Myles Turner, C",IND,62,29.4,0.40,4.74,5.14,10.55
21,22,"Kawhi Leonard, SF",LAC,52,33.6,2.26,2.86,5.12,10.04
22,23,"Bam Adebayo, C",MIA,75,34.6,-3.07,8.17,5.10,14.39
23,24,"Rudy Gobert, C",MIN,70,30.7,-2.62,7.72,5.10,12.31
24,25,"Ja Morant, PG",MEM,61,31.9,5.03,0.06,5.09,11.92
25,26,"James Harden, SG",PHI,58,36.8,3.73,1.32,5.05,11.89
26,27,"Derrick White, PG",BOS,82,28.3,-0.40,4.98,4.58,12.80
27,28,"Paul George, F",LAC,56,34.6,2.45,2.09,4.53,10.45
28,29,"Stephen Curry, PG",GS,56,34.7,6.00,-1.48,4.51,11.23
29,30,"De'Aaron Fox, PG",SAC,73,33.4,3.19,1.28,4.47,13.57
30,31,"Kyle Kuzma, SF",WSH,64,35.0,0.11,4.35,4.46,12.30
31,32,"Aaron Gordon, PF",DEN,68,30.2,0.99,3.45,4.45,10.90
32,33,"Pascal Siakam, PF",TOR,71,37.4,0.87,3.50,4.37,13.81
33,34,"Kevin Durant, PF",BKN/PHX,47,35.6,3.04,1.29,4.33,8.95
34,35,"Zach LaVine, SG",CHI,77,35.9,1.62,2.68,4.30,14.81
35,36,"Jrue Holiday, PG",MIL,67,32.6,2.82,1.44,4.26,12.84
36,37,"Tyrese Haliburton, PG",IND,56,33.6,4.83,-0.68,4.15,10.01
37,38,"Draymond Green, PF",GS,73,31.5,-3.06,7.12,4.06,11.93
38,39,"Shai Gilgeous-Alexander, PG",OKC,68,35.5,3.35,0.70,4.05,12.99
39,40,"Jusuf Nurkic, C",POR,52,26.8,-1.29,5.33,4.04,6.85
40,41,"Nikola Vucevic, C",CHI,82,33.5,-0.83,4.83,3.99,13.91
41,42,"Michael Porter Jr., SF",DEN,62,29.0,1.24,2.7,3.94,8.81
42,43,"D'Angelo Russell, PG",MIN/LAL,71,32.5,1.13,2.81,3.94,11.8
43,44,"Jaylen Brown, SG",BOS,67,35.9,1.9,2.01,3.91,11.99
44,45,"Mitchell Robinson, C",NY,59,26.9,-2.8,6.68,3.88,7.42
45,46,"Buddy Hield, SG",IND,80,31.0,0.16,3.72,3.88,12.62
46,47,"Fred VanVleet, PG",TOR,69,36.7,1.53,2.31,3.84,12.31
47,48,"Tyler Herro, PG",MIA,67,34.9,0.25,3.57,3.82,11.22
48,49,"Walker Kessler, C",UTAH,74,23.0,-0.7,4.46,3.77,8.96
49,50,"Scottie Barnes, SF",TOR,77,34.8,-2.63,6.36,3.73,12.64
50,51,"Cameron Johnson, SF",PHX/BKN,42,28.6,1.12,2.57,3.69,5.57
51,52,"Darius Garland, PG",CLE,69,35.5,1.82,1.84,3.66,11.92
52,53,"Ivica Zubac, C",LAC,76,28.5,-4.01,7.66,3.66,10.1
53,54,"Anfernee Simons, SG",POR,62,35.0,1.04,2.52,3.56,10.41
54,55,"Kevin Huerter, SG",SAC,75,29.4,1.71,1.85,3.56,10.83
55,56,"Dejounte Murray, SG",ATL,74,36.4,-0.54,4.07,3.53,13.04
56,57,"Jakob Poeltl, C",SA/TOR,72,26.5,-1.63,5.12,3.5,8.9
57,58,"Wendell Carter Jr., C",ORL,57,29.6,0.74,2.74,3.48,8.11
58,59,"Trae Young, PG",ATL,73,34.8,4.48,-1.02,3.46,12.44
59,60,"Spencer Dinwiddie, PG",DAL/BKN,79,34.5,0.22,3.22,3.45,12.65
60,61,"Devin Booker, SG",PHX,53,34.6,3.82,-0.48,3.34,8.65
61,62,"Jamal Murray, PG",DEN,65,32.8,1.01,2.16,3.17,9.55
62,63,"Clint Capela, C",ATL,65,26.6,-1.66,4.8,3.14,7.72
63,64,"Kevon Looney, F",GS,82,23.9,-1.81,4.94,3.13,9.09
64,65,"Chris Paul, PG",PHX,59,32.0,0.34,2.76,3.09,8.2
65,66,"Anthony Edwards, SG",MIN,79,36.0,1.28,1.77,3.05,13.19
66,67,"OG Anunoby, SF",TOR,67,35.6,-2.08,5.08,3.0,10.17
67,68,"Jonas Valanciunas, C",NO,79,24.9,-1.6,4.58,2.99,8.54
68,69,"P.J. Washington, PF",CHA,73,32.6,-2.41,5.39,2.97,10.34
69,70,"CJ McCollum, SG",NO,75,35.3,0.92,2.02,2.94,11.81
70,71,"Mikal Bridges, SF",PHX/BKN,83,35.7,-0.65,3.54,2.89,12.7
71,72,"Dwight Powell, C",DAL,76,19.2,-1.05,3.92,2.87,6.12
72,73,"Tobias Harris, PF",PHI,74,32.9,-1.66,4.47,2.81,9.91
73,74,"Kelly Olynyk, PF",UTAH,68,28.6,-1.35,4.14,2.79,8.25
74,75,"Harrison Barnes, SF",SAC,82,32.5,-0.66,3.42,2.76,11.59
75,76,"Jalen Brunson, PG",NY,68,35.0,1.77,0.97,2.75,9.77
76,77,"Quentin Grimes, SG",NY,71,29.9,-0.65,3.31,2.66,8.52
77,78,"DeMar DeRozan, SF",CHI,74,36.2,0.07,2.53,2.6,11.3
