,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Stephen Curry, PG",GS,79,33.4,9.25,-1.29,7.96,19.03
1,2,"LeBron James, SF",CLE,74,37.8,6.96,0.63,7.59,18.31
2,3,"Chris Paul, PG",LAC,61,31.5,4.88,2.50,7.38,12.50
3,4,"Kyle Lowry, PG",TOR,60,37.4,4.84,1.23,6.07,12.19
4,5,"Rudy Gobert, C",UTAH,81,33.9,-0.31,5.74,5.43,13.39
5,6,"Jimmy Butler, SF",CHI,76,37.0,2.21,2.69,4.90,13.11
6,7,"Nikola Jokic, C",DEN,73,27.9,5.21,-0.43,4.78,9.68
7,8,"Kevin Durant, PF",GS,62,33.4,5.22,-0.50,4.73,9.85
8,9,"James Harden, SG",HOU,81,36.4,7.89,-3.26,4.62,13.85
9,10,"Bradley Beal, SG",WSH,77,34.9,4.37,0.18,4.55,12.15
10,11,"Malik Beasley, SG",DEN,22,7.5,3.21,1.23,4.44,0.77
11,12,"Jared Dudley, SF",PHX,64,21.3,1.53,2.73,4.26,6.10
12,13,"Patrick Patterson, PF",TOR,65,24.6,0.68,3.51,4.19,6.66
13,14,"Klay Thompson, SG",GS,78,34.0,3.61,0.37,3.98,11.01
14,15,"Russell Westbrook, PG",OKC,81,34.6,7.89,-4.08,3.81,11.49
15,16,"Robert Covington, PF",PHI,67,31.6,-0.72,4.32,3.60,8.32
16,17,"Nikola Mirotic, F",CHI,70,24.0,1.70,1.88,3.58,6.35
17,18,"Mike Conley, PG",MEM,69,33.2,2.48,1.06,3.55,8.33
18,19,"Kevin Love, PF",CLE,60,31.4,2.66,0.87,3.53,7.09
19,20,"Jrue Holiday, PG",NO,67,32.7,1.66,1.84,3.51,8.39
20,21,"Jae Crowder, PF",BOS,72,32.4,1.56,1.94,3.49,8.86
21,22,"Draymond Green, PF",GS,76,32.5,0.78,2.68,3.46,9.46
22,23,"Kawhi Leonard, SF",SA,74,33.4,3.41,-0.07,3.34,8.79
23,24,"Damian Lillard, PG",POR,75,35.9,3.78,-0.60,3.18,9.64
24,25,"Victor Oladipo, SG",OKC,67,33.2,1.02,2.12,3.14,7.94
25,26,"Giannis Antetokounmpo, PF",MIL,80,35.6,1.25,1.88,3.13,9.68
26,27,"Joel Embiid, C",PHI,31,25.4,0.58,2.52,3.11,2.81
27,28,"Marc Gasol, C",MEM,74,34.2,0.78,2.29,3.07,8.34
28,29,"Paul Millsap, PF",ATL,69,34.0,0.49,2.49,2.98,8.08
29,30,"Paul George, F",IND,75,35.9,2.29,0.62,2.91,9.01
30,31,"Troy Daniels, G",MEM,67,17.7,1.08,1.81,2.88,3.79
31,32,"Myles Turner, C",IND,81,31.4,-0.14,3.01,2.86,8.47
32,33,"Lou Williams, SG",LAL/HOU,81,24.6,5.29,-2.45,2.84,6.79
33,34,"Anthony Davis, PF",NO,75,36.1,0.76,2.06,2.82,9.01
34,35,"Patty Mills, PG",SA,80,21.9,3.13,-0.38,2.75,5.66
35,36,"Jordan Crawford, G",NO,19,23.3,4.58,-1.90,2.68,1.39
36,37,"Jeremy Lin, G",BKN,36,24.5,3.80,-1.19,2.61,2.98
37,38,"Eric Gordon, SG",HOU,75,31.0,2.69,-0.12,2.57,7.39
38,39,"Blake Griffin, PF",LAC,61,34.0,2.29,0.22,2.51,6.38
39,40,"Kemba Walker, PG",CHA,79,34.7,1.68,0.83,2.51,8.33
40,41,"Isaiah Thomas, G",BOS,76,33.8,6.13,-3.65,2.48,7.91
41,42,"Ersan Ilyasova, PF",OKC/PHI/ATL,82,26.1,1.46,1.0,2.45,6.62
42,43,"JaVale McGee, C",GS,77,9.6,3.18,-0.75,2.44,2.34
43,44,"Danilo Gallinari, PF",DEN,63,33.9,1.2,1.19,2.39,6.48
44,45,"Patrick Beverley, PG",HOU,67,30.7,1.19,1.19,2.39,6.29
45,46,"J.J. Barea, G",DAL,35,22.0,2.6,-0.26,2.33,2.16
46,47,"Amir Johnson, F",BOS,80,20.1,-0.25,2.54,2.29,4.54
47,48,"George Hill, PG",UTAH,49,31.5,-0.33,2.53,2.2,4.2
48,49,"John Wall, PG",WSH,78,36.4,3.79,-1.63,2.16,8.15
49,50,"Shawn Long, C",PHI,18,13.0,2.45,-0.34,2.11,0.66
50,51,"Danny Green, F",SA,68,26.6,-1.16,3.16,2.0,4.64
51,52,"LaMarcus Aldridge, C",SA,72,32.4,-1.8,3.77,1.98,5.98
52,53,"Gordon Hayward, SF",UTAH,73,34.5,1.18,0.79,1.97,6.51
53,54,"Devin Harris, G",DAL,65,16.7,0.5,1.43,1.93,2.78
54,55,"Chris McCullough, F",BKN/WSH,16,5.0,0.77,1.13,1.9,0.21
55,56,"Andre Iguodala, F",GS,76,26.3,0.79,1.07,1.87,5.34
56,57,"JJ Redick, SG",LAC,78,28.2,1.89,-0.06,1.83,5.73
57,58,"Nick Young, G",LAL,60,25.9,3.15,-1.36,1.8,4.05
58,59,"Karl-Anthony Towns, C",MIN,82,37.0,2.82,-1.06,1.76,7.58
59,60,"Eric Bledsoe, SG",PHX,66,33.0,3.7,-1.95,1.75,5.79
60,61,"Tyler Johnson, G",MIA,73,29.8,0.23,1.51,1.74,5.52
61,62,"Anthony Morrow, SG",OKC/CHI,49,14.6,1.01,0.72,1.73,1.82
62,63,"Ryan Anderson, PF",HOU,72,29.4,1.43,0.3,1.73,5.46
63,64,"Brook Lopez, C",BKN,75,29.6,2.61,-0.88,1.72,5.95
64,65,"Devin Booker, SG",PHX,78,35.0,2.55,-0.83,1.72,7.21
65,66,"Vince Carter, G",MEM,73,24.7,-0.25,1.95,1.7,4.3
66,67,"Ricky Rubio, PG",MIN,75,32.9,0.99,0.69,1.68,6.03
67,68,"Pau Gasol, PF",SA,64,25.4,0.63,1.05,1.67,3.9
68,69,"Boban Marjanovic, C",DET,35,8.4,0.54,1.11,1.66,0.71
69,70,"Sasha Vujacic, SG",NY,42,9.7,-0.08,1.7,1.61,0.99
70,71,"DeAndre Jordan, C",LAC,81,31.7,0.64,0.95,1.6,6.23
71,72,"Enes Freedom, C",OKC,72,21.3,2.1,-0.55,1.56,3.63
72,73,"DeMarre Carroll, F",TOR,72,26.1,0.26,1.27,1.53,4.33
73,74,"Dewayne Dedmon, C",SA,76,17.5,-1.72,3.24,1.52,3.02
74,75,"Cody Zeller, C",CHA,62,27.8,0.0,1.45,1.45,3.96
75,76,"David Nwaba, SF",LAL,20,19.9,-0.98,2.42,1.44,0.95
76,77,"Justin Holiday, SF",NY,82,20.0,-0.59,2.01,1.42,3.7
77,78,"Jabari Parker, PF",MIL,51,33.9,1.96,-0.57,1.39,3.93
78,79,"Kyrie Irving, PG",CLE,72,35.1,3.91,-2.54,1.38,5.67
79,80,"Tobias Harris, PF",DET,82,31.3,0.27,1.09,1.37,5.66
80,81,"DeMarcus Cousins, C",SAC/NO,72,34.2,1.81,-0.46,1.35,5.48
81,82,"Brandon Jennings, G",NY/WSH,81,22.2,1.22,0.13,1.35,4.01
82,83,"Maurice Harkless, SF",POR,77,28.9,0.51,0.83,1.34,4.99
83,84,"Alan Williams, C",PHX,47,15.1,0.52,0.78,1.3,1.64
84,85,"James Johnson, PF",MIA,76,27.4,0.45,0.74,1.2,4.51
85,86,"Hassan Whiteside, C",MIA,77,32.6,0.17,1.01,1.18,5.31
86,87,"Seth Curry, SG",DAL,70,29.0,-0.91,2.08,1.17,4.1
87,88,"Darren Collison, PG",SAC,68,30.3,0.04,1.12,1.16,4.26
88,89,"Thon Maker, F",MIL,57,9.9,-0.41,1.56,1.14,1.12
89,90,"Rudy Gay, SF",SAC,30,33.8,0.15,0.96,1.11,2.11
90,91,"CJ McCollum, SG",POR,80,35.0,1.98,-0.88,1.11,5.84
91,92,"Reggie Bullock Jr., SF",DET,31,15.1,0.02,1.08,1.09,0.95
92,93,"Andre Roberson, F",OKC,79,30.1,-2.01,3.05,1.03,4.89
93,94,"Joe Ingles, SG",UTAH,82,24.0,0.63,0.4,1.03,3.85
94,95,"Mirza Teletovic, PF",MIL,70,16.2,0.19,0.81,1.0,2.17
