,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Kyle Lowry, PG",TOR,78,32.2,5.09,1.52,6.61,14.77
1,2,"Stephen Curry, PG",GS,51,32.0,9.09,-2.89,6.20,9.40
2,3,"Fred VanVleet, PG",TOR,76,20.0,0.92,5.17,6.08,7.39
3,4,"Chris Paul, PG",HOU,58,31.8,4.16,1.25,5.41,8.89
4,5,"James Harden, SG",HOU,72,35.4,5.68,-0.71,4.98,11.55
5,6,"Alec Peters, F",PHX,20,11.3,2.69,1.98,4.68,0.68
6,7,"Davis Bertans, SF",SA,77,14.1,1.04,3.59,4.63,4.05
7,8,"Bradley Beal, SG",WSH,82,36.3,1.81,2.63,4.44,12.15
8,9,"Victor Oladipo, SG",IND,75,34.0,2.40,1.92,4.31,10.25
9,10,"Jrue Holiday, PG",NO,81,36.1,2.20,1.87,4.07,11.87
10,11,"Jimmy Butler, SF",MIN,59,36.7,1.45,2.56,4.01,8.18
11,12,"Anthony Davis, PF",NO,75,36.4,2.71,1.16,3.87,10.61
12,13,"Eric Gordon, SG",HOU,69,31.2,3.62,0.10,3.72,7.71
13,14,"Robert Covington, PF",PHI,80,31.6,1.91,1.77,3.68,9.40
14,15,"Nikola Jokic, C",DEN,75,32.5,3.51,0.08,3.60,8.65
15,16,"Tyreke Evans, G",MEM,52,30.9,2.25,1.34,3.59,5.55
16,17,"Russell Westbrook, PG",OKC,80,36.4,5.88,-2.32,3.56,10.64
17,18,"Eric Bledsoe, SG",PHX/MIL,74,31.4,2.41,1.13,3.54,8.17
18,19,"Buddy Hield, SG",SAC,80,25.3,0.85,2.69,3.54,6.13
19,20,"Damian Lillard, PG",POR,73,36.6,4.22,-0.72,3.50,9.53
20,21,"Klay Thompson, SG",GS,73,34.3,2.75,0.72,3.46,9.01
21,22,"Giannis Antetokounmpo, PF",MIL,75,36.7,2.55,0.83,3.38,9.28
