,RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
0,1,"Shaquille O'Neal, C",LAL,67,36.1,5.80,1.92,7.72,17.09
1,2,"Tim Duncan, C",SA,82,40.6,1.99,4.53,6.52,20.03
2,3,"Eddie Jones, SG",MIA,81,39.0,0.62,5.44,6.07,17.53
3,4,"Andrei Kirilenko, SF",UTAH,82,26.2,0.59,5.15,5.74,11.99
4,5,"Tracy McGrady, SG",ORL,76,38.3,5.24,-0.37,4.86,14.98
5,6,"Rasheed Wallace, PF",POR,79,37.5,1.80,3.06,4.86,14.56
6,7,"David Robinson, C",SA,78,29.5,0.07,4.58,4.64,10.77
7,8,"Kevin Garnett, PF",MIN,81,39.2,2.42,1.90,4.32,14.40
8,9,"Paul Pierce, SF",BOS,82,40.3,3.46,0.81,4.27,15.32
9,10,"Dirk Nowitzki, F",DAL,76,38.0,4.40,-0.49,3.92,13.00
10,11,"Ben Wallace, PF",DET,80,36.5,-1.61,5.46,3.86,12.41
11,12,"Gary Payton, PG",SEA,82,40.3,3.87,-0.07,3.80,13.83
12,13,"Vlade Divac, C",SAC,80,30.3,0.57,3.06,3.62,10.42
13,14,"Jason Kidd, PG",NJ,82,37.3,3.22,0.39,3.61,12.89
14,15,"Charlie Ward, PG",NY,63,16.8,0.88,2.69,3.56,4.19
15,16,"Vince Carter, G",TOR,60,39.8,3.18,0.32,3.50,9.50
16,17,"Baron Davis, PG",CHA,82,40.5,3.82,-0.35,3.48,13.27
17,18,"ZhiZhi Wang, C",DAL,55,10.9,2.87,0.59,3.46,2.40
18,19,"Allen Iverson, SG",PHI,60,43.7,3.19,0.20,3.40,10.64
19,20,"John Stockton, G",UTAH,82,31.3,2.70,0.66,3.36,10.17
20,21,"Kobe Bryant, SF",LAL,80,38.3,3.94,-0.81,3.13,12.01
21,22,"Ray Allen, SG",MIL,69,36.6,3.79,-0.78,3.01,9.43
